AT1,AT2,AT3,AT4,AT5,AT6,AT7,AT8,AT9,AT10,AT11,AT12,AT13,AT14,AT15,AT16,AT17,AT18,AT19,AT20
2,6,4,0,1323,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201
0,24,2,0,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201
0,36,2,1,5493,A61,A75,2,A93,A101,4,A124,42,A143,A153,1,A173,2,A191,A201
2,9,2,3,1126,A62,A75,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201
1,24,4,3,1216,A62,A72,4,A93,A101,4,A124,38,A141,A152,2,A173,2,A191,A201
0,24,2,0,1207,A61,A72,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201
3,10,2,0,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201
2,15,4,1,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201
1,15,1,0,6850,A62,A71,1,A93,A101,2,A122,34,A143,A152,1,A174,2,A192,A201
3,24,2,3,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201
3,39,2,1,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201
0,12,2,0,759,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201
3,36,2,1,4686,A61,A73,2,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201
2,15,2,9,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201
1,12,3,3,585,A61,A73,4,A94,A102,4,A121,20,A143,A151,2,A173,1,A191,A201
3,24,2,0,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201
0,6,4,0,609,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202
0,6,4,0,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202
3,36,4,2,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201
0,6,2,0,1203,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201
3,6,4,3,700,A65,A75,4,A93,A101,4,A124,36,A143,A153,2,A173,1,A191,A201
3,24,4,5,5507,A61,A75,3,A93,A101,4,A124,44,A143,A153,2,A173,1,A191,A201
0,18,2,3,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201
0,48,0,2,7119,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201
3,24,2,1,3488,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201
1,18,2,3,1113,A61,A73,4,A92,A103,4,A121,26,A143,A152,1,A172,2,A191,A201
1,26,2,1,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201
3,15,4,6,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201
3,4,4,3,1503,A61,A74,2,A93,A101,1,A121,42,A143,A152,2,A172,2,A191,A201
0,36,2,3,2302,A61,A73,4,A91,A101,4,A123,31,A143,A151,1,A173,1,A191,A201
0,6,2,0,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201
1,36,2,6,2273,A61,A74,3,A93,A101,1,A123,32,A143,A152,2,A173,2,A191,A201
1,15,2,0,2631,A62,A73,2,A92,A101,4,A123,28,A143,A151,2,A173,1,A192,A201
3,12,3,1,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201
3,24,2,3,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201
3,24,2,3,3105,A65,A72,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201
2,21,4,6,2319,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201
0,6,2,0,1374,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201
1,18,4,2,3612,A61,A75,3,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201
0,48,2,0,7763,A61,A75,4,A93,A101,4,A124,42,A141,A153,1,A174,1,A191,A201
2,18,2,2,3049,A61,A72,1,A92,A101,1,A122,45,A142,A152,1,A172,1,A191,A201
1,12,2,3,1534,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201
3,24,3,0,2032,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,A192,A201
0,30,2,2,6350,A65,A75,4,A93,A101,4,A122,31,A143,A152,1,A173,1,A191,A201
2,18,2,2,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201
3,12,4,0,1255,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201
0,24,3,0,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201
3,24,4,0,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,A192,A201
3,24,2,3,1552,A61,A74,3,A93,A101,1,A123,32,A141,A152,1,A173,2,A191,A201
0,12,1,3,626,A61,A73,4,A92,A101,4,A121,24,A141,A152,1,A172,1,A191,A201
3,48,4,1,8858,A65,A74,2,A93,A101,1,A124,35,A143,A153,2,A173,1,A192,A201
3,12,4,5,996,A65,A74,4,A92,A101,4,A121,23,A143,A152,2,A173,1,A191,A201
3,6,1,3,1750,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201
0,48,2,3,6999,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201
1,12,4,0,1995,A62,A72,4,A93,A101,1,A123,27,A143,A152,1,A173,1,A191,A201
1,9,2,6,1199,A61,A74,4,A92,A101,4,A122,67,A143,A152,2,A174,1,A192,A201
1,12,2,3,1331,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201
1,18,0,0,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201
3,21,0,0,5003,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201
0,24,1,2,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201
1,18,4,2,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201
0,24,2,1,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201
0,24,1,3,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201
2,6,3,3,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201
1,36,2,0,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
1,24,3,9,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201
1,24,3,3,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201
0,12,2,0,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201
3,24,4,3,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A191,A201
1,48,2,3,3979,A65,A74,4,A93,A101,1,A123,41,A143,A152,2,A173,2,A192,A201
0,48,2,3,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201
0,24,2,2,3234,A61,A72,4,A92,A101,4,A121,23,A143,A151,1,A172,1,A192,A201
3,30,4,3,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201
3,24,2,1,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201
0,15,2,9,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201
1,9,2,3,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201
3,15,4,2,2788,A61,A74,2,A92,A102,3,A123,24,A141,A152,2,A173,1,A191,A201
1,12,2,3,2930,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201
3,24,4,6,1927,A65,A73,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201
1,36,4,0,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201
3,24,2,8,937,A61,A72,4,A94,A101,3,A123,27,A143,A152,2,A172,1,A191,A201
1,18,4,0,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201
1,12,4,0,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201
3,9,2,2,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201
1,36,2,5,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201
3,12,2,0,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201
0,18,2,2,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201
0,9,4,0,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201
0,12,2,2,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201
0,18,2,4,1217,A61,A73,4,A94,A101,3,A121,47,A143,A152,1,A172,1,A192,A201
0,12,4,2,2246,A61,A75,3,A93,A101,3,A122,60,A143,A152,2,A173,1,A191,A201
0,12,4,3,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201
1,24,3,0,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201
3,21,2,9,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201
1,24,2,0,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201
0,24,1,10,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201
1,6,1,0,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201
0,24,2,0,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201
1,24,0,9,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201
3,18,4,0,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201
3,24,3,9,3863,A61,A73,1,A93,A101,2,A124,32,A143,A153,1,A173,1,A191,A201
1,7,2,3,2329,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,1,A191,A201
1,9,2,2,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201
1,24,1,6,1837,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,1,A191,A201
3,36,2,2,3349,A61,A73,4,A92,A101,2,A123,28,A143,A152,1,A174,1,A192,A201
2,10,2,2,1275,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,1,A191,A201
0,24,1,2,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201
3,24,4,9,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201
1,36,2,3,2671,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201
3,18,2,3,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201
3,15,2,1,1300,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201
0,12,2,4,741,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201
2,10,2,0,1240,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201
0,21,2,3,3357,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201
0,24,1,1,3632,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202
3,18,3,2,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201
1,48,0,9,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201
1,60,3,3,9157,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201
0,6,4,0,3676,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201
1,30,2,2,3441,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201
3,12,2,0,640,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201
1,21,4,9,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201
3,18,4,0,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201
3,48,2,9,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201
0,12,2,2,1858,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201
0,18,2,3,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201
3,15,2,3,1979,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201
2,6,2,2,2116,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201
1,9,1,0,1437,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201
3,42,4,2,4042,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201
3,9,2,6,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201
0,24,2,3,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201
0,18,1,2,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201
1,15,2,3,1444,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201
3,9,2,2,1980,A61,A72,2,A92,A102,2,A123,19,A143,A151,2,A173,1,A191,A201
1,24,2,0,1355,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201
3,12,2,6,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201
3,24,2,3,1376,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201
3,60,3,3,15653,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201
3,12,2,3,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201
0,42,3,3,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201
0,18,2,6,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201
1,15,2,5,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201
3,15,2,6,4623,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201
3,24,4,3,1851,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201
0,18,4,3,1880,A61,A74,4,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201
3,36,3,9,7980,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201
0,30,0,2,4583,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201
3,12,2,0,1386,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201
2,24,2,0,947,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201
0,12,2,6,684,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201
0,48,2,6,7476,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201
1,12,2,2,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201
0,24,2,0,2303,A61,A75,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201
1,36,3,0,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201
3,24,4,1,2346,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201
0,14,2,0,3973,A61,A71,1,A93,A101,4,A124,22,A143,A153,1,A173,1,A191,A201
1,12,2,0,888,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201
3,48,2,3,10222,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201
1,30,0,9,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201
1,18,4,2,6361,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201
2,12,2,3,1297,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201
0,12,2,0,900,A65,A73,4,A94,A101,2,A123,23,A143,A152,1,A173,1,A191,A201
3,21,2,2,2241,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201
1,6,3,2,1050,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201
2,6,4,6,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201
3,24,4,10,6314,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201
1,30,1,2,3496,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201
3,48,1,9,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201
0,12,4,0,4843,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201
2,30,4,3,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201
3,24,4,9,4139,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201
3,36,2,9,5742,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201
3,60,2,0,10366,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201
3,6,4,0,2080,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
3,21,3,9,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201
3,30,4,3,4530,A61,A74,4,A92,A101,4,A123,26,A143,A151,1,A174,1,A192,A201
3,24,4,2,5150,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201
1,72,2,3,5595,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
0,24,2,3,2384,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201
3,18,2,3,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201
3,6,2,6,1538,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201
3,12,2,3,2279,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
3,15,3,3,1478,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201
3,24,4,3,5103,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201
1,36,3,9,9857,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201
3,60,2,0,6527,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201
2,10,4,3,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201
1,36,3,0,2862,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201
3,9,2,3,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201
0,12,2,0,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201
0,15,4,2,975,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201
1,15,2,5,2631,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201
1,24,2,3,2896,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201
0,6,4,0,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201
3,24,2,3,2284,A61,A74,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201
3,6,2,1,1236,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201
1,12,2,3,1103,A61,A74,4,A93,A103,3,A121,29,A143,A152,2,A173,1,A191,A202
3,12,4,0,926,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201
3,18,4,3,1800,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201
2,15,2,6,1905,A61,A75,4,A93,A101,4,A123,40,A143,A151,1,A174,1,A192,A201
3,12,2,2,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201
0,48,4,1,6331,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201
2,24,2,3,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201
1,30,3,9,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201
1,27,2,9,2528,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201
3,15,2,0,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201
1,48,2,0,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201
1,12,0,2,2969,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201
1,9,2,3,1206,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201
1,9,2,3,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201
3,18,4,3,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201
0,6,1,6,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201
3,21,2,1,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201
0,9,4,3,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201
1,60,2,0,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201
3,30,4,1,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201
3,30,4,3,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201
3,18,2,3,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201
2,24,4,3,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201
1,20,0,1,6148,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201
2,9,0,3,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201
1,6,1,6,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201
0,12,2,0,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201
1,9,2,3,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201
3,27,2,0,2570,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201
3,6,4,0,250,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,1,A191,A201
3,15,4,3,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201
0,18,2,3,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201
1,48,1,9,6416,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201
2,24,4,9,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201
1,24,3,3,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201
0,24,2,3,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201
1,8,2,3,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201
3,24,2,1,2603,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201
3,4,4,0,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201
1,36,1,4,3990,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201
1,24,2,1,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201
0,18,2,0,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201
3,6,4,0,6761,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201
1,30,0,9,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201
0,24,1,0,2325,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201
1,10,1,3,1048,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201
3,21,2,3,3160,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201
0,24,1,2,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201
0,39,4,2,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201
0,13,4,9,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201
0,15,2,0,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201
0,12,2,0,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201
3,21,2,1,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201
